u,v
278,283
278,276
278,270
278,277
278,268
278,271
278,274
278,272
278,275
278,125
278,273
277,273
277,125
277,272
277,59
277,151
277,274
277,270
277,271
277,276
277,269
277,268
277,275
277,283
276,273
276,151
276,274
276,269
276,270
276,268
276,283
276,279
276,275
276,125
276,271
276,272
276,281
275,279
275,272
275,274
275,271
275,283
275,281
275,151
275,269
275,270
275,273
275,268
275,125
274,270
274,281
274,283
274,125
274,279
274,269
274,151
274,273
274,271
274,272
274,268
273,271
273,270
273,268
273,125
273,151
273,269
273,272
273,283
272,270
272,125
272,269
272,283
272,281
272,151
272,268
272,271
272,279
271,151
271,281
271,268
271,283
271,269
271,125
271,270
271,279
270,125
270,151
270,283
270,269
269,283
269,125
269,268
269,151
268,279
268,270
268,281
268,151
268,125
268,283
265,58
265,109
265,139
265,144
265,105
265,49
265,1
265,123
265,63
265,8
265,130
265,134
265,120
265,138
265,56
265,104
265,96
265,98
265,110
265,146
265,60
265,86
265,30
265,52
265,91
265,133
265,76
265,83
265,129
265,54
265,79
265,119
265,37
265,94
265,25
265,80
265,17
265,90
265,141
265,20
265,68
265,43
265,28
265,59
265,21
265,108
265,85
265,103
265,89
265,136
265,78
265,102
265,142
265,88
265,51
265,70
265,75
265,0
265,93
265,132
265,95
265,87
265,12
265,46
265,121
265,47
265,16
265,26
265,145
265,66
265,99
265,77
265,36
265,15
265,113
265,61
265,7
265,74
265,118
265,50
265,137
265,40
263,28
263,98
263,51
263,68
263,30
263,66
263,54
263,56
263,95
263,108
263,132
263,130
263,89
263,144
263,146
263,113
263,96
263,141
263,102
263,17
263,15
263,109
263,50
263,21
263,79
263,75
263,49
263,16
263,120
263,59
263,91
263,80
263,77
263,26
263,85
263,139
263,123
263,136
263,12
263,104
263,1
263,90
263,76
263,40
263,103
263,63
263,88
263,87
263,137
263,138
263,47
263,83
263,119
263,99
263,25
263,52
263,142
263,110
263,133
263,93
263,58
263,121
263,105
263,94
263,46
263,7
263,36
263,145
263,43
263,70
263,74
263,86
263,61
263,78
263,129
263,8
263,134
263,60
263,0
263,37
263,20
263,118
262,39
262,87
262,112
260,230
260,237
260,241
260,234
260,244
260,246
260,231
260,240
260,72
260,250
260,248
260,253
260,238
260,232
260,243
260,245
260,228
260,68
260,227
260,251
259,68
259,234
259,244
259,237
259,240
259,72
259,245
259,251
259,125
259,253
259,231
259,227
259,238
259,250
259,232
259,243
259,228
259,248
259,230
258,241
258,248
258,237
258,251
258,236
258,228
258,55
258,247
258,252
258,238
258,227
258,253
258,240
258,250
258,244
258,72
258,68
258,232
258,245
258,231
258,230
258,234
258,243
257,232
257,244
257,251
257,72
257,228
257,243
257,230
257,245
257,253
257,227
257,68
257,234
257,238
257,250
257,231
257,240
257,237
257,248
256,237
256,72
256,243
256,245
256,44
256,247
256,232
256,252
256,250
256,240
256,241
256,228
256,234
256,68
256,244
256,251
256,230
256,227
256,253
256,248
256,238
256,231
255,231
255,234
255,250
255,55
255,238
255,253
255,68
255,245
255,228
255,227
255,244
255,232
255,237
255,251
255,248
255,243
255,230
255,240
255,72
253,248
253,72
253,232
253,234
253,231
253,85
253,237
253,238
253,251
253,228
253,230
253,245
253,240
253,250
253,244
253,243
253,68
252,242
252,245
252,234
252,232
252,240
252,250
252,72
252,244
252,237
252,251
252,243
252,248
252,253
252,231
252,68
252,228
252,238
252,230
251,232
251,243
251,245
251,68
251,240
251,244
251,248
251,230
251,231
251,228
251,234
251,250
251,85
251,72
251,238
251,237
250,230
250,72
250,238
250,68
250,245
250,243
250,244
250,248
250,228
250,234
250,232
250,240
250,237
250,231
249,250
249,244
249,237
249,238
249,248
249,245
249,240
249,72
249,243
249,231
249,228
249,230
249,232
249,251
249,233
249,68
249,253
249,234
248,228
248,237
248,230
248,68
248,240
248,232
248,85
248,72
248,245
248,238
248,234
248,244
248,243
248,231
247,228
247,244
247,245
247,242
247,240
247,234
247,232
247,251
247,246
247,250
247,230
247,231
247,238
247,237
247,68
247,253
247,243
247,248
247,72
246,234
246,243
246,245
246,253
246,244
246,238
246,248
246,242
246,240
246,228
246,237
246,72
246,232
246,231
246,251
246,230
246,250
246,68
245,238
245,68
245,72
245,240
245,243
245,230
245,244
245,237
245,234
245,231
245,228
245,232
244,243
244,236
244,238
244,68
244,230
244,237
244,231
244,72
244,228
244,240
244,232
244,234
243,0
243,13
243,90
243,85
243,43
243,97
243,123
243,104
243,37
243,110
243,58
243,98
243,133
243,33
243,113
243,3
243,94
243,2
243,11
243,61
243,15
243,131
243,72
243,48
243,143
243,117
243,100
243,82
243,21
243,147
243,60
243,135
243,116
243,1
243,14
243,101
243,59
243,129
243,132
243,96
243,126
243,30
243,125
243,17
243,25
243,35
243,73
243,67
243,31
243,34
243,99
243,107
243,28
243,71
243,127
243,106
243,141
243,95
243,70
243,23
243,5
243,136
243,9
243,32
243,108
243,128
243,118
243,19
243,76
243,88
243,102
243,20
243,103
243,121
243,62
243,145
243,120
243,115
243,7
243,46
243,119
243,64
243,12
243,134
243,105
243,112
243,140
243,89
243,10
243,22
243,42
243,36
243,39
243,54
243,109
243,56
243,29
243,138
243,122
243,63
243,146
243,78
243,8
243,87
243,81
243,130
243,83
243,124
243,16
243,137
243,79
243,50
243,77
243,6
243,139
243,142
243,86
243,65
243,47
243,57
243,40
243,38
243,92
243,74
243,80
243,41
243,52
243,68
243,18
243,44
243,111
243,75
243,91
243,53
243,114
243,27
243,24
243,4
243,55
243,66
243,49
243,26
243,93
243,45
243,84
243,69
243,51
243,144
242,250
242,232
242,230
242,251
242,248
242,233
242,240
242,241
242,245
242,68
242,72
242,234
242,244
242,249
242,228
242,238
242,237
242,231
242,253
242,243
241,230
241,237
241,251
241,232
241,245
241,243
241,240
241,72
241,68
241,231
241,249
241,250
241,238
241,248
241,228
241,234
241,239
241,244
241,253
240,230
240,68
240,238
240,243
240,228
240,237
240,234
240,232
240,231
240,72
239,234
239,68
239,243
239,237
239,240
239,244
239,230
239,253
239,232
239,248
239,231
239,250
239,245
239,251
239,238
239,72
239,228
238,68
238,230
238,237
238,72
238,231
238,243
238,234
238,232
238,228
237,228
237,243
237,68
237,85
237,231
237,230
237,232
237,65
237,234
237,72
236,55
235,105
235,98
235,108
235,99
235,76
235,46
235,137
235,12
235,66
235,78
235,15
235,96
235,134
235,91
235,58
235,54
235,132
235,89
235,133
235,90
235,49
235,25
235,77
235,63
235,85
235,51
235,60
235,86
235,50
235,30
235,28
235,136
235,265
235,121
235,8
235,7
235,1
235,120
235,129
235,146
235,144
235,93
235,94
235,36
235,74
235,68
235,119
235,87
235,104
235,118
235,142
235,17
235,139
235,43
235,109
235,103
235,113
235,110
235,0
235,52
235,145
235,95
235,21
235,70
235,75
235,40
235,141
235,26
235,83
235,138
235,16
235,88
235,20
235,102
235,267
235,79
235,59
235,56
235,123
235,80
235,130
235,37
235,47
235,61
234,243
234,228
234,231
234,68
234,232
234,72
234,230
233,247
233,234
233,251
233,68
233,55
233,72
233,250
233,230
233,232
233,245
233,260
233,240
233,244
233,231
233,241
233,228
233,253
233,237
233,238
233,243
233,248
232,231
232,243
232,230
232,228
232,72
232,68
231,68
231,72
231,230
231,228
231,243
230,243
230,72
230,228
230,68
229,8
229,80
229,85
229,134
229,102
229,95
229,86
229,37
229,129
229,79
229,16
229,137
229,15
229,17
229,7
229,132
229,105
229,94
229,267
229,98
229,52
229,104
229,30
229,74
229,109
229,60
229,110
229,59
229,130
229,146
229,0
229,70
229,26
229,145
229,136
229,88
229,50
229,119
229,43
229,56
229,21
229,103
229,89
229,93
229,96
229,36
229,61
229,120
229,142
229,68
229,108
229,138
229,58
229,75
229,28
229,83
229,78
229,1
229,40
229,123
229,99
229,87
229,121
229,46
229,51
229,63
229,265
229,12
229,47
229,141
229,66
229,76
229,25
229,118
229,54
229,91
229,90
229,139
229,49
229,133
229,20
229,77
229,144
229,113
228,68
228,72
228,243
221,219
221,218
221,223
221,226
220,176
219,218
219,225
219,223
210,215
210,212
210,214
208,170
208,201
208,199
208,205
208,169
208,200
208,202
208,175
208,203
208,164
208,166
206,166
206,164
206,202
206,209
206,175
206,169
206,173
206,199
206,171
206,181
206,178
206,170
204,170
203,163
203,169
203,166
203,164
203,170
203,201
203,175
203,200
203,202
202,170
202,175
202,169
202,200
202,166
202,201
202,164
201,170
201,169
201,166
201,200
201,164
201,175
200,166
200,175
200,170
200,164
200,169
197,191
197,169
197,170
197,175
197,166
197,164
197,156
196,186
196,173
196,189
196,175
196,168
196,190
196,193
196,191
196,192
196,194
196,187
196,166
196,184
196,181
196,156
196,170
196,185
196,182
196,197
196,195
196,164
196,169
195,169
195,182
195,194
195,166
195,192
195,193
195,190
195,170
195,197
195,175
195,189
195,187
195,181
195,164
195,186
195,168
195,183
195,156
195,191
195,188
195,173
195,184
195,185
194,185
194,164
194,166
194,193
194,186
194,190
194,184
194,170
194,197
194,173
194,169
194,191
194,187
194,181
194,189
194,156
194,182
194,168
194,192
194,175
193,181
193,187
193,190
193,170
193,192
193,156
193,191
193,173
193,186
193,197
193,164
193,175
193,169
193,189
193,182
193,185
193,168
193,184
193,207
193,166
192,189
192,190
192,168
192,207
192,181
192,199
192,164
192,175
192,197
192,170
192,186
192,182
192,169
192,187
192,185
192,184
192,191
192,156
192,173
192,166
191,170
191,156
191,166
191,164
191,175
191,169
190,173
190,162
190,169
190,164
190,182
190,191
190,185
190,207
190,156
190,184
190,181
190,186
190,189
190,197
190,187
190,175
190,166
190,205
190,206
190,201
190,188
190,183
190,170
190,168
190,199
189,185
189,168
189,169
189,186
189,175
189,197
189,184
189,181
189,164
189,187
189,182
189,191
189,166
189,156
189,173
189,170
187,170
187,185
187,156
187,166
187,181
187,184
187,168
187,164
187,169
187,197
187,175
187,186
187,173
187,182
187,191
186,173
186,184
186,166
186,205
186,170
186,199
186,164
186,182
186,156
186,197
186,168
186,169
186,185
186,191
186,175
186,181
185,181
185,173
185,156
185,169
185,175
185,197
185,184
185,164
185,166
185,168
185,170
185,182
185,191
184,164
184,168
184,182
184,173
184,169
184,197
184,170
184,181
184,166
184,156
184,191
184,175
182,168
182,191
182,156
182,175
182,181
182,169
182,164
182,173
182,166
182,170
182,197
181,173
181,197
181,156
181,191
181,175
181,169
181,168
181,164
181,170
181,166
176,150
176,158
176,156
176,153
176,155
176,148
176,152
176,160
176,154
176,149
176,151
176,157
175,164
175,169
175,170
175,166
173,156
173,164
173,170
173,168
173,169
173,191
173,166
173,175
173,197
172,169
172,175
172,152
172,153
172,166
172,164
172,170
172,157
171,191
171,166
171,197
171,170
171,164
171,169
171,156
171,175
170,166
170,150
170,164
170,152
170,168
170,156
170,169
170,163
170,157
169,151
169,155
169,154
168,162
168,175
168,191
168,156
168,169
168,197
168,164
168,166
164,87
164,68
164,243
163,200
163,201
163,169
163,205
163,199
163,202
163,164
163,166
163,175
162,185
162,198
162,187
162,196
162,166
162,181
162,191
162,173
162,175
162,195
162,184
162,197
162,169
162,189
162,182
162,170
162,178
162,193
162,164
162,186
162,156
162,192
162,194
157,164
157,166
157,153
157,175
157,169
156,175
156,166
156,169
156,163
156,164
155,164
154,164
154,155
153,166
153,164
153,175
153,170
153,169
153,151
152,157
152,156
152,149
152,150
152,153
152,159
152,152
152,191
152,148
152,151
151,7
151,88
151,129
151,137
151,100
151,13
151,45
151,71
151,116
151,8
151,74
151,53
151,70
151,118
151,73
151,146
151,122
151,145
151,90
151,1
151,105
151,136
151,86
151,10
151,104
151,139
151,25
151,30
151,103
151,97
151,82
151,127
151,69
151,18
151,62
151,48
151,75
151,115
151,68
151,49
151,128
151,142
151,107
151,108
151,60
151,106
151,52
151,55
151,47
151,5
151,28
151,89
151,35
151,37
151,76
151,98
151,64
151,133
151,67
151,23
151,20
151,130
151,51
151,109
151,93
151,99
151,16
151,94
151,65
151,26
151,83
151,141
151,59
151,81
151,41
151,125
151,3
151,227
151,19
151,121
151,57
151,126
151,140
151,32
151,4
151,117
151,58
151,44
151,21
151,124
151,61
151,135
151,43
151,114
151,123
151,34
151,102
151,78
151,29
151,33
151,79
151,24
151,119
151,85
151,15
151,110
151,54
151,91
151,132
151,66
151,50
151,120
151,95
151,11
151,77
151,36
151,40
151,2
151,9
151,111
151,42
151,31
151,22
151,112
151,134
151,87
151,14
151,138
151,38
151,101
151,56
151,63
151,27
151,84
151,72
151,92
151,39
151,6
151,113
151,96
151,12
151,17
151,46
151,144
151,131
151,80
151,143
150,169
150,175
150,166
150,164
149,156
149,151
149,153
149,148
149,150
149,157
149,160
149,159
148,157
148,203
148,169
148,156
148,168
148,166
148,159
148,172
148,163
148,206
148,164
148,170
148,209
148,150
148,171
146,68
145,68
145,59
144,74
144,95
144,63
144,26
144,58
144,96
144,85
144,61
144,142
144,130
144,12
144,37
144,118
144,87
144,90
144,99
144,78
144,75
144,59
144,83
144,70
144,102
144,129
144,15
144,68
144,88
144,141
144,123
144,136
144,119
144,86
144,105
144,16
144,121
144,77
144,91
144,7
144,54
144,28
144,138
144,146
144,47
144,109
144,79
144,51
144,108
144,113
144,20
144,36
144,1
144,94
144,25
144,110
144,104
144,93
144,134
144,139
144,80
144,43
144,98
144,103
144,89
144,40
144,50
144,21
144,49
144,76
144,120
144,66
144,17
144,56
144,8
144,30
144,60
144,52
144,46
144,132
144,137
144,133
144,145
142,94
142,61
142,60
142,1
142,136
142,43
142,21
142,96
142,66
142,120
142,262
142,103
142,119
142,40
142,141
142,80
142,36
142,56
142,70
142,85
142,76
142,146
142,8
142,116
142,51
142,16
142,121
142,37
142,49
142,75
142,88
142,28
142,18
142,102
142,138
142,89
142,105
142,7
142,59
142,113
142,132
142,52
142,123
142,86
142,15
142,63
142,79
142,110
142,17
142,139
142,129
142,133
142,54
142,118
142,77
142,104
142,130
142,109
142,74
142,26
142,25
142,48
142,30
142,108
142,99
142,95
142,137
142,47
142,90
142,93
142,134
142,145
142,78
142,12
142,20
142,83
142,68
142,98
142,87
142,58
142,46
142,50
142,91
141,109
141,119
141,118
141,83
141,17
141,40
141,134
141,123
141,15
141,16
141,58
141,37
141,96
141,85
141,108
141,25
141,50
141,79
141,137
141,26
141,104
141,129
141,145
141,20
141,139
141,21
141,54
141,88
141,47
141,61
141,75
141,52
141,110
141,105
141,66
141,113
141,60
141,46
141,43
141,130
141,98
141,146
141,99
141,138
141,74
141,94
141,121
141,136
141,36
141,7
141,28
141,80
141,77
141,56
141,76
141,87
141,78
141,68
141,63
141,86
141,1
141,91
141,120
141,51
141,12
141,49
141,30
141,103
141,102
141,8
141,59
141,89
141,132
141,70
141,93
141,95
141,133
141,90
140,68
140,59
139,118
139,20
139,108
139,89
139,105
139,99
139,36
139,123
139,79
139,146
139,12
139,86
139,54
139,59
139,94
139,58
139,76
139,104
139,17
139,120
139,134
139,121
139,66
139,7
139,52
139,40
139,136
139,46
139,87
139,1
139,98
139,28
139,83
139,110
139,43
139,15
139,129
139,90
139,63
139,26
139,61
139,137
139,68
139,37
139,85
139,95
139,8
139,88
139,93
139,91
139,75
139,74
139,102
139,113
139,133
139,16
139,78
139,50
139,80
139,25
139,119
139,103
139,77
139,60
139,109
139,145
139,56
139,70
139,21
139,51
139,138
139,47
139,30
139,96
139,130
139,132
139,49
138,68
138,88
137,61
137,49
137,28
137,54
137,123
137,43
137,85
137,91
137,58
137,99
137,90
137,134
137,89
137,51
137,40
137,12
137,37
137,78
137,60
137,70
137,136
137,86
137,88
137,102
137,79
137,130
137,95
137,66
137,146
137,63
137,104
137,138
137,1
137,108
137,16
137,80
137,145
137,121
137,77
137,47
137,129
137,93
137,30
137,87
137,8
137,105
137,74
137,75
137,25
137,96
137,113
137,36
137,98
137,94
137,83
137,26
137,50
137,132
137,56
137,103
137,109
137,46
137,133
137,68
137,119
137,120
137,59
137,110
137,21
137,7
137,17
137,20
137,15
137,52
137,76
137,118
136,68
134,68
132,79
132,43
132,30
132,15
132,120
132,75
132,47
132,99
132,121
132,56
132,68
132,37
132,96
132,60
132,134
132,108
132,58
132,105
132,119
132,52
132,12
132,28
132,94
132,16
132,146
132,136
132,89
132,104
132,77
132,21
132,54
132,78
132,95
132,133
132,50
132,8
132,17
132,145
132,87
132,93
132,7
132,46
132,66
132,129
132,80
132,59
132,70
132,88
132,85
132,83
132,36
132,91
132,51
132,25
132,118
132,26
132,98
132,63
132,123
132,20
132,74
132,110
132,1
132,61
132,90
132,86
132,76
132,113
132,40
132,49
132,109
132,138
132,103
132,102
132,130
130,68
128,68
128,87
127,68
126,17
126,28
126,36
126,108
126,1
126,227
126,103
126,9
126,102
126,139
126,37
126,89
126,145
126,138
126,93
126,78
126,83
126,248
126,137
126,86
126,237
126,99
126,61
126,95
126,52
126,46
126,8
126,49
126,30
126,59
126,90
126,109
126,121
126,87
126,134
126,42
126,16
126,123
126,129
126,96
126,50
126,47
126,79
126,77
126,105
126,43
126,12
126,85
126,146
126,119
126,25
126,40
126,110
126,113
126,68
126,76
126,51
126,58
126,60
126,88
126,91
126,80
126,74
126,65
126,21
126,54
126,118
126,75
126,56
126,130
126,136
126,94
126,104
126,20
126,26
126,70
126,98
126,132
126,144
126,15
126,120
126,7
126,142
126,141
126,63
126,133
126,66
125,283
122,60
122,68
122,87
122,70
121,110
121,91
121,59
121,46
121,30
121,56
121,47
121,96
121,129
121,85
121,60
121,103
121,79
121,133
121,50
121,49
121,109
121,83
121,119
121,26
121,130
121,89
121,113
121,43
121,105
121,118
121,76
121,16
121,120
121,68
121,20
121,95
121,136
121,36
121,66
121,138
121,77
121,28
121,123
121,12
121,90
121,15
121,108
121,63
121,40
121,146
121,93
121,17
121,134
121,75
121,7
121,88
121,58
121,86
121,102
121,70
121,98
121,37
121,21
121,51
121,94
121,25
121,84
121,61
121,1
121,145
121,80
121,78
121,74
121,99
121,54
121,87
121,104
121,8
121,52
120,68
119,87
117,68
116,79
116,102
116,95
116,37
116,83
116,15
116,30
116,12
116,138
116,91
116,113
116,16
116,108
116,77
116,36
116,66
116,61
116,89
116,103
116,40
116,7
116,265
116,20
116,78
116,139
116,146
116,59
116,63
116,86
116,141
116,47
116,99
116,120
116,46
116,50
116,136
116,52
116,137
116,118
116,49
116,145
116,60
116,80
116,1
116,134
116,105
116,8
116,21
116,133
116,68
116,104
116,110
116,51
116,121
116,74
116,88
116,56
116,123
116,130
116,267
116,119
116,58
116,70
116,109
116,90
116,96
116,85
116,43
116,54
116,98
116,17
116,249
116,87
116,75
116,93
116,94
116,144
116,28
116,25
116,26
116,132
116,242
116,129
116,76
115,68
114,87
113,93
113,47
113,52
113,99
113,17
113,12
113,78
113,1
113,77
113,123
113,66
113,130
113,110
113,102
113,138
113,20
113,68
113,105
113,15
113,8
113,76
113,96
113,36
113,2
113,88
113,104
113,89
113,70
113,16
113,80
113,120
113,87
113,40
113,59
113,75
113,46
113,79
113,43
113,56
113,86
113,108
113,50
113,109
113,95
113,30
113,37
113,145
113,136
113,74
113,54
113,134
113,7
113,21
113,133
113,26
113,49
113,84
113,91
113,103
113,94
113,146
113,63
113,25
113,61
113,119
113,85
113,83
113,129
113,98
113,90
113,28
113,58
113,51
113,60
113,118
112,87
112,115
110,68
109,78
109,80
109,40
109,46
109,28
109,99
109,134
109,98
109,36
109,76
109,56
109,58
109,104
109,49
109,59
109,102
109,15
109,103
109,146
109,47
109,120
109,37
109,129
109,75
109,20
109,70
109,94
109,88
109,21
109,54
109,63
109,26
109,60
109,79
109,77
109,89
109,8
109,68
109,86
109,118
109,52
109,138
109,123
109,61
109,74
109,12
109,108
109,133
109,66
109,93
109,90
109,30
109,1
109,17
109,96
109,50
109,110
109,87
109,25
109,51
109,83
109,95
109,119
109,16
109,136
109,91
109,130
109,7
109,85
109,145
109,43
109,105
108,70
108,119
108,103
108,96
108,120
108,102
108,37
108,12
108,98
108,50
108,86
108,129
108,16
108,136
108,134
108,36
108,43
108,51
108,8
108,104
108,90
108,66
108,52
108,77
108,46
108,99
108,76
108,26
108,95
108,49
108,80
108,58
108,28
108,78
108,21
108,83
108,88
108,85
108,91
108,79
108,105
108,30
108,130
108,123
108,133
108,61
108,146
108,25
108,89
108,94
108,75
108,60
108,20
108,63
108,138
108,7
108,1
108,68
108,110
108,15
108,74
108,47
108,93
108,59
108,87
108,40
108,118
108,145
108,54
108,17
108,56
107,53
107,68
107,124
107,22
107,87
107,48
106,2
106,59
106,68
104,8
104,91
104,87
104,16
104,145
104,78
104,56
104,93
104,94
104,30
104,79
104,89
104,47
104,21
104,36
104,110
104,123
104,15
104,1
104,50
104,96
104,95
104,83
104,70
104,7
104,12
104,49
104,68
104,129
104,102
104,37
104,88
104,104
104,43
104,74
104,136
104,28
104,118
104,61
104,52
104,99
104,63
104,76
104,105
104,60
104,80
104,146
104,26
104,134
104,85
104,46
104,25
104,51
104,103
104,17
104,98
104,54
104,40
104,133
104,86
104,90
104,58
104,20
104,138
104,75
